quantile,good_fraction,threshold_db,policy,seed,wAoI,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,fitted_pLL,fitted_pNL
0.25,0.7497621313035204,-89.41241867615364,Bayes-Aggregate-DPP,3,403.09222222222223,0.2910513761884666,0.5493563308414209,818.6867722638135,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,Bayes-Aggregate-DPP,4,402.01355555555557,0.22524564671061412,0.4615672530200193,327.31058052348044,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,TS-DPP adapted,0,452.9208888888889,0.2181803206613746,0.5161809559386173,626.7957597922908,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,TS-DPP adapted,1,429.14244444444444,0.19284425584734474,0.43129000903444165,415.32564583688793,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,TS-DPP adapted,2,446.93755555555555,0.20145170770220533,0.43274450694106814,196.62856248415287,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,TS-DPP adapted,3,433.98622222222224,0.2940199699733158,0.6296275755305833,1247.941289690634,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,TS-DPP adapted,4,431.3268888888889,0.230793719207952,0.6030778949546496,922.4467313124729,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,FreshSky-B fitted-GE,0,369.78644444444444,0.20285525162507786,0.37045019180286665,119.08731152153592,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,FreshSky-B fitted-GE,1,369.88933333333335,0.1903408753019348,0.39099964725627817,79.5182260571149,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,FreshSky-B fitted-GE,2,371.14644444444446,0.2038091927983038,0.3912452479605975,95.35804478568427,,,,0.9606598984771574,0.1183206106870229
0.25,0.7497621313035204,-89.41241867615364,FreshSky-B fitted-GE,3,387.7108888888889,0.27330335757093865,0.39905711225064516,110.00689925242635,,,,0.9606598984771574,0.1183206106870229
