policy,extra_delay,seed,wAoI,worst_user_mean_aoi,p95_user_mean_aoi,p95_slot_aoi,p99_slot_aoi,cvar95_slot_aoi,slot_aoi_gt40,slot_aoi_gt60,mean_service_rate,worst_service_rate,jain_service_fairness,starvation_p95,starvation_max,rejection_rate,rejected_candidates,proposed_candidates,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,uav_pi_los,uav_pth,uav_mean_aoi,uav_avg_power,uav_service_rate,uav_max_queue
Zhao'25 MMSE-MW-Safe,8,15,445.91027027027025,32.5154054054054,24.904148648648636,37.0,79.0,62.88018018018018,0.04263513513513514,0.019256756756756758,0.13572072072072072,0.03189189189189189,0.860411822319831,22.0,179.0,0.6087387387387387,6757,11100,0.2386910344438977,0.4027907501011604,23.999778679430854,0.4064864864864865,True,True,0.95;0.6682774533;0.3936552323;0.8783623152;0.2542081145;0.6112416568;0.1961261937;0.2603661895;0.4858854259;0.9440218225;0.777121657;0.6438927182,0.2609434761;0.6888292002;1.186565108;0.4408835581;1.786011998;0.7647485898;2.305041448;1.74572184;0.9708198352;0.349980936;0.5589976316;0.7203540735,3.422702703;5.736486486;9.460810811;4.432972973;18.67675676;6.231081081;32.51540541;16.88135135;7.169189189;3.843783784;5.325945946;6.994324324,0.05677283736;0.1820743129;0.4027907501;0.1017606915;0.4001632288;0.2116493394;0.3999558404;0.400100573;0.298855079;0.07652285872;0.1364256382;0.1972212639,0.1943243243;0.1694594595;0.1254054054;0.1851351351;0.05054054054;0.16;0.03189189189;0.05783783784;0.1472972973;0.1862162162;0.1691891892;0.1513513514,0.2609434761;1.266487601;23.99654772;0.5226506742;23.99977868;1.494245769;23.99896785;23.99940721;5.303937199;0.349980936;0.8769928948;1.040708147
Zhao'25 MMSE-MW-Safe,8,16,516.8372972972973,24.918378378378378,24.498148648648648,42.0,79.0,63.803153153153154,0.05434684684684685,0.020923423423423425,0.12635135135135137,0.03513513513513514,0.7978835061331776,26.0,156.0,0.7613513513513513,8451,11100,0.2749692645471022,0.40507680639379534,23.999875062921728,0.4064864864864865,True,True,0.3932789834;0.7735119064;0.901603995;0.8416273572;0.2260479039;0.7045979448;0.6624829137;0.1982197585;0.7522839954;0.3841282698;0.2247729528;0.2144342016,1.187626136;0.5631378354;0.4113518347;0.4848363331;2.00065631;0.6439160289;0.6962092138;2.280313362;0.5876051337;1.214015836;2.011774821;2.107404393,9.417027027;5.697567568;4.148108108;4.254864865;17.05648649;4.828108108;5.900540541;24.91837838;5.027837838;8.381891892;24.15432432;22.40783784,0.4050768064;0.1493076261;0.09783503096;0.1195056043;0.400131262;0.1724650769;0.1962557324;0.4005955906;0.1542066445;0.4042344621;0.4001800724;0.3998372659,0.1189189189;0.1767567568;0.1927027027;0.1902702703;0.05108108108;0.1827027027;0.1727027027;0.03513513514;0.1845945946;0.1302702703;0.04108108108;0.04,23.99894078;0.7262756708;0.4227036694;0.5696726663;23.99969286;1.463496173;0.9924184276;23.99979694;1.150420535;23.99987506;23.99613493;23.99967442
Zhao'25 MMSE-MW-Safe,8,17,414.38891891891893,25.154864864864866,24.841513513513515,37.0,77.0,62.6554054054054,0.041666666666666664,0.019527027027027025,0.14677927927927928,0.03864864864864865,0.8427607559955634,21.0,180.0,0.6718018018018018,7457,11100,0.21814045167492147,0.40004163137426285,23.999695937721985,0.4064864864864865,True,True,0.6058267012;0.4606290406;0.8627452041;0.95;0.8920394043;0.9329954481;0.2434414901;0.2237143759;0.7874097494;0.2072792387;0.95;0.5223938409,0.772389876;1.022513998;0.4598691245;0.2139841101;0.4237308779;0.3673358894;1.861711545;2.021113381;0.5472165522;2.179902851;0.241873434;0.9032962107,5.955945946;7.117027027;4.112702703;3.56;4.122702703;3.902162162;20.73108108;25.15486486;5.023783784;24.58513514;3.637027027;6.846486486,0.2271243743;0.349036535;0.1132272358;0.04938984596;0.103871326;0.0859764541;0.4000163995;0.3998527013;0.1430157854;0.4000416314;0.05536940503;0.2907637262,0.167027027;0.1486486486;0.1937837838;0.1983783784;0.1972972973;0.1962162162;0.04405405405;0.03864864865;0.1845945946;0.03864864865;0.1964864865;0.1575675676,1.517169628;6.182737968;0.5197382491;0.2139841101;0.4474617559;0.3673358894;23.99944623;23.99966294;0.8416496567;23.99969594;0.241873434;2.839554529
Zhao'25 MMSE-MW-Safe,8,18,326.3664864864865,19.295135135135133,17.7037027027027,28.0,52.0,42.83873873873874,0.022747747747747748,0.004954954954954955,0.1582657657657658,0.04837837837837838,0.8688831287974148,18.0,113.0,0.6029729729729729,6693,11100,0.19659069454155398,0.40257396687689934,23.999949820823623,0.4064864864864865,True,True,0.95;0.2298402862;0.2514208534;0.95;0.8064515181;0.2889292384;0.86964094;0.95;0.4229897239;0.9113191376;0.93510967;0.8418183031,0.2641897105;1.968390267;1.804941085;0.3377909827;0.5254308787;1.582364629;0.451552802;0.2372894534;1.10910177;0.3983676074;0.3641087485;0.4846132827,3.627837838;19.29513514;16.40162162;3.594054054;4.498648649;12.92189189;4.414864865;3.601891892;8.682972973;3.747567568;4.099459459;4.765945946,0.06233449114;0.4000620219;0.4000139701;0.08043077183;0.135191945;0.4002954845;0.1131322831;0.05617988139;0.4025739669;0.0972232296;0.0874845074;0.1241657816,0.2013513514;0.04837837838;0.05162162162;0.2048648649;0.1908108108;0.06891891892;0.1921621622;0.2035135135;0.1381081081;0.2059459459;0.1972972973;0.1962162162,0.2641897105;23.99962611;23.99969413;0.3377909827;0.6508617574;23.99994982;0.503105604;0.2372894534;23.98741168;0.3983676074;0.3641087485;0.5692265654
Zhao'25 MMSE-MW-Safe,8,19,523.6951351351352,29.98,27.274594594594593,40.0,82.0,64.9927927927928,0.048468468468468466,0.023085585585585586,0.10304054054054053,0.0327027027027027,0.8852163305990142,29.0,152.0,0.48477477477477476,5381,11100,0.3012318171388523,0.4000797943416391,23.999745701253325,0.4064864864864865,True,True,0.8339118425;0.4218873338;0.3658373363;0.3670076204;0.481511622;0.1930715746;0.2120595117;0.3057773787;0.5446939528;0.4653449839;0.3623629999;0.8770434254,0.4938172966;1.111838862;1.270411673;1.266646367;0.9794527448;2.342239302;2.1308523;1.500722279;0.8655191693;1.012509865;1.281724896;0.4425090154,5.274324324;9.148918919;10.05702703;9.487837838;8.237567568;29.98;25.06108108;13.71486486;7.62;8.286216216;10.73891892;4.646216216,0.09729535384;0.3197287971;0.3897073645;0.3841019525;0.2557165815;0.4000797943;0.3996787827;0.3999222073;0.2154440959;0.270367499;0.3969883056;0.08575107137,0.1486486486;0.1164864865;0.1018918919;0.1056756757;0.1172972973;0.0327027027;0.03810810811;0.07486486486;0.1275675676;0.1186486486;0.09513513514;0.1594594595,0.4938172966;12.86700473;23.63893695;13.46536752;5.230149407;23.99903627;23.99973332;23.9997457;1.593115016;3.350118376;23.38152936;0.4850180308
Zhu'26-style Aggregate-DPP,2,0,363.50729729729727,18.173513513513512,16.846675675675673,32.0,51.0,44.12477477477478,0.02536036036036036,0.004887387387387388,0.12862612612612614,0.05162162162162162,0.8650157978561848,27.0,92.0,0.0,0,11100,0.24084986294732388,0.5206255679532225,475.1923208090809,0.4064864864864865,False,False,0.95;0.2315765095;0.95;0.8081176242;0.6281327393;0.795200025;0.3394136806;0.9476946562;0.5005847781;0.95;0.23436609;0.2528380647,0.3369544871;1.95400716;0.2191119648;0.5235225351;0.7414402559;0.5383055036;1.361973486;0.3438720469;0.9427001774;0.2738400263;1.931388168;1.795260579,5.263243243;18.17351351;5.684864865;6.893513514;10.39432432;6.95027027;13.44675676;5.599189189;12.03189189;5.020810811;15.76108108;14.87594595,0.07576922521;0.5001202108;0.0508695075;0.1245134678;0.1895682384;0.1380680873;0.4104325506;0.07462952801;0.2512168581;0.05587816752;0.4985069461;0.520625568,0.1856756757;0.05162162162;0.1818918919;0.1667567568;0.1224324324;0.1672972973;0.0827027027;0.1767567568;0.09702702703;0.1797297297;0.06108108108;0.07054054054,0.3369544871;461.9332956;0.2191119648;1.264657746;8.984647934;2.242721079;80.27602017;0.3438720469;14.79560497;0.2738400263;391.880122;475.1923208
Zhu'26-style Aggregate-DPP,2,1,444.74135135135134,20.40810810810811,20.033216216216218,40.0,62.0,53.84639639639639,0.047342342342342345,0.011396396396396396,0.10731981981981982,0.045675675675675674,0.7835229229515247,33.0,132.0,0.0,0,11100,0.3130524595345459,0.5931237229670867,812.1157223767609,0.4064864864864865,False,False,0.5605092249;0.2181252996;0.2316669551;0.3707979081;0.95;0.95;0.2020086086;0.95;0.325972712;0.8362721814;0.2993435181;0.2334007936,0.8400796556;2.072097608;1.953264399;1.254604531;0.2976063768;0.2276934429;2.237061952;0.2579608484;1.414030367;0.4910760745;1.530799061;1.939147999,10.25702703;19.72648649;17.53378378;13.6172973;5.116756757;4.657297297;20.40810811;5.257567568;14.26351351;7.098648649;14.13486486;18.1272973,0.2252321671;0.5404254573;0.4730067301;0.3387432233;0.06418645639;0.05249256941;0.593123723;0.05431121646;0.3898137768;0.116929195;0.3984214852;0.5099435143,0.112972973;0.05432432432;0.05108108108;0.08486486486;0.1843243243;0.2013513514;0.04567567568;0.1816216216;0.07648648649;0.1632432432;0.07243243243;0.05945945946,8.841672768;588.6210247;321.2534092;41.78548091;0.2976063768;0.2276934429;812.1157224;0.2579608484;50.75710162;1.128608596;68.28859027;410.3918107
Zhu'26-style Aggregate-DPP,2,2,387.60594594594596,18.694324324324324,17.984675675675675,33.0,51.0,44.30045045045045,0.026126126126126126,0.0036036036036036037,0.11745495495495496,0.05162162162162162,0.8726542717157751,29.0,110.0,0.0,0,11100,0.2647179900467221,0.6203410722314651,852.822530374534,0.4064864864864865,False,False,0.2983974043;0.4720337023;0.7619171253;0.95;0.6042558466;0.7527600943;0.6803453125;0.2438339011;0.7053294905;0.1925045361;0.95;0.2931742638,1.535332493;0.9986066978;0.5764720931;0.328976203;0.7746227687;0.5870535051;0.6736618433;1.858825842;0.6430324214;2.34929577;0.2710575607;1.560894842,14.78837838;9.979189189;7.375945946;5.397567568;10.54;7.399189189;7.791351351;17.40405405;8.181621622;18.69432432;5.271621622;15.09297297,0.4327977811;0.2472226311;0.133523401;0.07281932709;0.2005644898;0.1410515043;0.1547601532;0.5008782066;0.1569346693;0.6203410722;0.05926636935;0.4564562753,0.07027027027;0.1110810811;0.1497297297;0.1810810811;0.1127027027;0.1443243243;0.1386486486;0.05567567568;0.1402702703;0.05162162162;0.1851351351;0.06891891892,143.3272738;10.97074065;2.647081397;0.328976203;7.143209836;1.954016597;4.14689871;402.1200499;3.346713271;852.8225304;0.2710575607;229.480433
Zhu'26-style Aggregate-DPP,2,3,493.3881081081081,19.22783783783784,18.692999999999998,41.0,62.0,54.887387387387385,0.05099099099099099,0.011351351351351352,0.09333333333333332,0.05405405405405406,0.8130882468803596,37.0,136.0,0.0,0,11100,0.33880704178675175,0.5006003534042822,431.22119532718654,0.4064864864864865,False,False,0.2469621281;0.8215561338;0.8932287906;0.3220866759;0.225348274;0.2465631425;0.4834834838;0.2778755806;0.2645088005;0.3014458345;0.9387067142;0.2969367479,1.836175919;0.5080937316;0.4222105672;1.429873819;2.006740312;1.839030251;0.9755450403;1.641436133;1.719737046;1.520828652;0.3585144156;1.542388958,14.74351351;6.879189189;6.043243243;12.81378378;16.38972973;19.22783784;11.50675676;16.52648649;18.07135135;16.83378378;5.463513514;18.25540541,0.4699617824;0.1152136867;0.0909464384;0.4158227647;0.5006003534;0.4662190203;0.2488958157;0.4334278653;0.4462020443;0.4303534051;0.07286563258;0.3751756926,0.06594594595;0.1562162162;0.1764864865;0.08486486486;0.05864864865;0.05405405405;0.1043243243;0.06756756757;0.05918918919;0.06432432432;0.1686486486;0.05972972973,294.1076966;1.480937316;0.4666317017;98.00943377;431.2211953;289.1669766;17.24625657;159.1206528;219.8923127;164.0000987;0.3585144156;44.59353068
Zhu'26-style Aggregate-DPP,2,4,452.34594594594597,19.26,17.93316216216216,36.0,55.0,47.736486486486484,0.03547297297297297,0.006081081081081081,0.09277027027027028,0.04972972972972973,0.9211982282929729,35.0,85.0,0.0,0,11100,0.29661795304987953,0.5189302137374818,513.8245382994684,0.4064864864864865,False,False,0.662118963;0.6741961796;0.3640876;0.2460798207;0.2372011855;0.4128728207;0.5024050881;0.4159209977;0.2309431598;0.4380235493;0.7287104513;0.5641011845,0.6966749552;0.6813572012;1.27608378;1.842501298;1.908996959;1.13470463;0.9393093506;1.126874486;1.959226317;1.072981387;0.6151471375;0.8344446437,8.972432432;8.468108108;13.70243243;15.39648649;19.26;12.26135135;11.03783784;12.58918919;16.84756757;14.07486486;8.418378378;9.746486486,0.1672019892;0.1585536622;0.3076396573;0.4700868176;0.4808608556;0.3174106196;0.2378737464;0.2762365295;0.5189302137;0.276365206;0.1434789134;0.2047772261,0.1232432432;0.1316216216;0.07918918919;0.06351351351;0.04972972973;0.09081081081;0.09810810811;0.08432432432;0.05918918919;0.08513513514;0.1351351351;0.1132432432,7.313548835;6.589858426;25.8606917;263.8912303;354.3049225;20.57172965;10.66480571;24.26621815;513.8245383;17.55434856;2.151471375;6.951114299
Zhu'26-style Aggregate-DPP,2,5,403.1237837837838,17.09945945945946,16.926581081081082,34.0,52.0,45.3027027027027,0.029436936936936938,0.00454954954954955,0.11416666666666668,0.05675675675675676,0.8578704595877992,30.0,92.0,0.0,0,11100,0.2691995617713954,0.5144930252739849,451.51156493547603,0.4064864864864865,False,False,0.9411489522;0.4821824971;0.3825098869;0.7544254172;0.3523107703;0.8677360717;0.95;0.2189202535;0.8265150398;0.3376263363;0.2625732011;0.2699141276,0.3546353857;0.9781203331;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;2.064668323;0.5023771293;1.368663091;1.731770293;1.687095206,5.528378378;11.05054054;12.13351351;7.823513514;13.23459459;6.779189189;5.213513514;16.78513514;7.115405405;13.01891892;17.09945946;16.48,0.07571944721;0.2543112866;0.3303946163;0.1391649131;0.351668401;0.1010758124;0.04973516268;0.5144930253;0.1217925094;0.3972822055;0.4296662511;0.4650911107,0.1808108108;0.102972973;0.08783783784;0.1505405405;0.08297297297;0.1572972973;0.1827027027;0.05702702703;0.16;0.08432432432;0.05675675676;0.06675675676,0.3546353857;12.32789632;26.70429353;2.59175284;45.27468013;0.9385983724;0.2241414152;451.5115649;1.526148422;91.92427506;175.1653364;260.8855392
Zhu'26-style Aggregate-DPP,2,6,316.117027027027,15.221081081081081,14.9385,28.0,46.0,39.58693693693694,0.017094594594594593,0.0029054054054054052,0.1409684684684685,0.06891891891891892,0.9036319725298297,23.0,100.0,0.0,0,11100,0.18131936145330219,0.4082846198236674,78.31562296197335,0.4064864864864865,False,False,0.6600953202;0.4082536129;0.95;0.8542797728;0.5796663152;0.95;0.7238759829;0.298421524;0.95;0.3698913443;0.95;0.5870736138,0.6992694381;1.146768836;0.2551559305;0.4699577518;0.8105930222;0.2156180293;0.6208604762;1.535216558;0.2628816135;1.257463669;0.2571157349;0.7995478023,8.617567568;13.34675676;4.779189189;6.160810811;9.694864865;4.743513514;8.784054054;14.7072973;4.482162162;15.22108108;4.949189189;9.430540541,0.1869128309;0.3207853367;0.05696183746;0.1144410633;0.2081252354;0.04912594559;0.1412877084;0.4082846198;0.05897074032;0.357527508;0.05969254493;0.2137169666,0.1308108108;0.08486486486;0.1935135135;0.1754054054;0.1183783784;0.1921621622;0.1283783784;0.06891891892;0.1959459459;0.07783783784;0.1927027027;0.1327027027,6.382466515;17.01598975;0.2551559305;0.8897042624;7.3906744;0.2156180293;3.050325715;78.31562296;0.2628816135;36.01347409;0.2571157349;8.788242861
Zhu'26-style Aggregate-DPP,2,7,319.4054054054054,16.68702702702703,15.920148648648649,30.0,48.0,40.678378378378376,0.02009009009009009,0.0022522522522522522,0.14204954954954954,0.05459459459459459,0.8723568813390659,23.0,77.0,0.0,0,11100,0.21835021682422853,0.5999684319669218,838.3106045625661,0.4064864864864865,False,False,0.95;0.8194645516;0.5139536145;0.1957148488;0.2668165055;0.95;0.9166527097;0.2817874583;0.4060368001;0.95;0.95;0.8957240492,0.2129344738;0.5105004868;0.9182376412;2.309972111;1.705631049;0.2143947682;0.3910280632;1.619983796;1.152645744;0.2643493157;0.2202876177;0.4190042049,5.462702703;5.844864865;11.24243243;16.68702703;15.08378378;5.436486486;5.678108108;15.2927027;11.44081081;5.070540541;4.772702703;5.50027027,0.04805413125;0.1182429506;0.26777795;0.599968432;0.4494568305;0.04826779511;0.09342400214;0.4658547998;0.3174448684;0.06072889684;0.0514401356;0.09954180977,0.1872972973;0.1716216216;0.11;0.05459459459;0.06864864865;0.1862162162;0.1851351351;0.07108108108;0.09567567568;0.1897297297;0.2002702703;0.1843243243,0.2129344738;1.615505355;9.728277542;838.3106046;212.8155147;0.2143947682;0.3910280632;287.7017545;24.0322872;0.2643493157;0.2202876177;0.5330294346
Zhu'26-style Aggregate-DPP,2,8,364.0067567567568,16.665675675675676,16.360945945945947,32.0,51.0,43.927927927927925,0.023693693693693695,0.004617117117117117,0.12772522522522523,0.055675675675675676,0.8494384978912637,26.0,117.0,0.0,0,11100,0.2554301565997999,0.6353554001179255,919.8212544188718,0.4064864864864865,False,False,0.924502767;0.7675714746;0.2938168902;0.223720696;0.8564804989;0.95;0.4732619221;0.198994158;0.3554966144;0.365156396;0.95;0.8950142286,0.3798996382;0.5699618165;1.557699888;2.021057334;0.4673466129;0.2347890628;0.9960890923;2.271318822;1.304697623;1.272612991;0.2590903055;0.4199186836,5.224864865;7.258648649;13.86486486;16.66567568;6.471081081;4.904324324;11.49;16.11162162;12.48837838;13.68918919;4.985135135;5.27027027,0.08655551216;0.1461875038;0.4083699707;0.5161889678;0.1040793538;0.0530496369;0.2646366426;0.6353554001;0.3550893259;0.3353507205;0.05861042856;0.1016884164,0.1854054054;0.1564864865;0.06756756757;0.06162162162;0.1651351351;0.1878378378;0.1059459459;0.05567567568;0.08621621622;0.08;0.1935135135;0.1872972973,0.3798996382;2.379465432;93.42308653;503.2258822;0.9387729028;0.2347890628;15.67876186;919.8212544;29.40664117;28.71858728;0.2590903055;0.5195121017
Zhu'26-style Aggregate-DPP,2,9,452.36432432432434,22.18,19.878027027027024,37.0,60.0,51.042342342342344,0.0395045045045045,0.009594594594594594,0.10738738738738736,0.049189189189189186,0.8130252124882551,32.0,107.0,0.0,0,11100,0.2946335330294456,0.5905280015486426,794.06020604455,0.4064864864864865,False,False,0.3257577326;0.6871221964;0.2523803769;0.1963495047;0.5437054116;0.2493362779;0.95;0.4363495231;0.95;0.6652629851;0.95;0.2127973752,1.414897118;0.6652565043;1.798374164;2.302374716;0.8671448273;1.819394726;0.209506079;1.076896197;0.2790122724;0.6926602831;0.247425482;2.123503268,14.98621622;8.663243243;15.82243243;22.18;11.72378378;17.99459459;4.787837838;11.24378378;5.403783784;8.278108108;5.097027027;17.41054054,0.382787031;0.1555261828;0.4636889061;0.5905280015;0.2214734762;0.520248546;0.04518536514;0.2843588066;0.06017616037;0.1793428517;0.05262806873;0.5796590003,0.06945945946;0.13;0.0572972973;0.04918918919;0.09621621622;0.05621621622;0.1862162162;0.09378378378;0.1805405405;0.1340540541;0.1832432432;0.05243243243,59.2069956;5.831412607;312.3383736;794.060206;11.61147586;464.4699618;0.209506079;22.24480984;0.2790122724;5.267885095;0.247425482;727.3190069
Zhu'26-style Aggregate-DPP,2,10,481.44,19.846486486486487,19.23658108108108,40.0,59.0,51.83153153153153,0.04808558558558559,0.008828828828828829,0.08903153153153152,0.047837837837837835,0.8598628794026796,37.0,106.0,0.0,0,11100,0.3358237548158116,0.5645819395565781,680.7314175699756,0.4064864864864865,False,False,0.2210551088;0.5230742899;0.4621770162;0.8877431859;0.3493760462;0.4491418585;0.5565464418;0.34857734;0.2223217792;0.6900300697;0.2104662511;0.2177243916,2.045012567;0.9021077578;1.019211399;0.4291816563;1.325898395;1.047619095;0.8463561798;1.328717478;2.03354937;0.6616731043;2.146920017;2.075867389,14.52648649;13.23594595;12.67513514;6.114324324;16.14027027;11.72162162;10.15513514;14.33621622;16.84702703;8.196756757;18.73756757;19.84648649,0.513463966;0.226746004;0.2523236869;0.09105610816;0.3225158257;0.2876705406;0.2017530137;0.3454665444;0.5353181315;0.158801545;0.5645819396;0.5301877521,0.06405405405;0.08945945946;0.09432432432;0.1735135135;0.07189189189;0.09783783784;0.1108108108;0.07513513514;0.05621621622;0.1375675676;0.04783783784;0.04972972973,484.9072022;7.735831883;16.30293576;0.4875449689;27.52366835;20.70476379;5.848986518;25.9250934;561.6577957;3.510115878;680.7314176;537.7156544
