policy,extra_delay,seed,uav,pi_los,pth,mean_aoi,avg_power,service_rate,max_queue
Max-Age-First Safe,4,11,1,0.2935060875,1.559243329,13.84675676,0.3995034258,0.07567567568,23.99672572
Max-Age-First Safe,4,11,2,0.6227889451,0.7487311135,8.711351351,0.1637090462,0.1283783784,17.66244683
Max-Age-First Safe,4,11,3,0.4312530983,1.088976442,10.02864865,0.3793758471,0.1286486486,23.99922838
Max-Age-First Safe,4,11,4,0.6153269509,0.7590395275,10.03432432,0.1881187153,0.127027027,8.730225352
Max-Age-First Safe,4,11,5,0.4183303984,1.120756955,11.90378378,0.3743934043,0.1137837838,23.9966896
Max-Age-First Safe,4,11,6,0.9434799305,0.3508668233,7.480810811,0.05594903399,0.1227027027,0.3508668233
Max-Age-First Safe,4,11,7,0.4987828682,0.9460759936,11.01783784,0.2943063429,0.1216216216,18.13519173
Max-Age-First Safe,4,11,8,0.6260188518,0.7443154627,10.18972973,0.1689797267,0.1172972973,12.57261851
Max-Age-First Safe,4,11,9,0.4351735249,1.079661914,10.50027027,0.3711702581,0.1332432432,23.91368227
Max-Age-First Safe,4,11,10,0.2492611008,1.819920828,21.03108108,0.3998907116,0.04864864865,23.99721622
Max-Age-First Safe,4,11,11,0.2092716103,2.159149808,25.7127027,0.4009015995,0.03891891892,23.99947758
Max-Age-First Safe,4,12,0,0.2277146089,1.986329388,19.46459459,0.3972658776,0.04837837838,23.99913984
Max-Age-First Safe,4,12,1,0.9318683167,0.369039043,7.205405405,0.04907221869,0.1151351351,0.369039043
Max-Age-First Safe,4,12,2,0.4490225566,1.047885528,11.15918919,0.3661935104,0.1289189189,23.99961756
Max-Age-First Safe,4,12,3,0.364868936,1.273544601,12.53432432,0.3965198326,0.09972972973,23.99838031
Max-Age-First Safe,4,12,4,0.3264467419,1.412123145,13.75054054,0.4026459238,0.08972972973,23.99505479
Max-Age-First Safe,4,12,5,0.2532754659,1.792296255,18.96918919,0.4010868375,0.05054054054,23.99967446
Max-Age-First Safe,4,12,6,0.5108922966,0.9237509324,9.961621622,0.2349323317,0.1172972973,15.41629382
Max-Age-First Safe,4,12,7,0.7249468559,0.6195927545,8.674594595,0.1110243233,0.1167567568,2.274298563
Max-Age-First Safe,4,12,8,0.885090931,0.4325165816,7.902702703,0.07329402613,0.1216216216,1.050331633
Max-Age-First Safe,4,12,9,0.3371942215,1.370290719,13.72054054,0.3907180293,0.08783783784,23.99936259
Max-Age-First Safe,4,12,10,0.4510893652,1.043286736,11.10324324,0.3143958678,0.1162162162,23.92105008
Max-Age-First Safe,4,12,11,0.3770521179,1.235229773,11.6372973,0.3802504624,0.1083783784,23.99715839
Max-Age-First Safe,4,13,0,0.931036637,0.3702883284,6.622972973,0.0812632764,0.1581081081,0.3702883284
Max-Age-First Safe,4,13,1,0.7159624459,0.6302691506,7.011891892,0.1832890827,0.1686486486,4.544844711
Max-Age-First Safe,4,13,2,0.6775674106,0.6771299559,8.189189189,0.1824590719,0.1513513514,4.065469161
Max-Age-First Safe,4,13,3,0.3509019354,1.320546841,11.60054054,0.3986623842,0.09594594595,23.9999194
Max-Age-First Safe,4,13,4,0.95,0.2764601871,6.178378378,0.05618866506,0.1575675676,0.2764601871
Max-Age-First Safe,4,13,5,0.7562371291,0.5830294735,6.86027027,0.14181798,0.1610810811,3.294530523
Max-Age-First Safe,4,13,6,0.2357345475,1.920506701,19.48,0.3981158485,0.04540540541,23.99966944
Max-Age-First Safe,4,13,7,0.5713184825,0.8232731646,8.169459459,0.2992709207,0.1675675676,23.05314077
Max-Age-First Safe,4,13,8,0.95,0.2265612916,5.895945946,0.04298541262,0.1645945946,0.2265612916
Max-Age-First Safe,4,13,9,0.8385292043,0.488449848,6.579459459,0.1119474246,0.1651351351,1.72674772
Max-Age-First Safe,4,13,10,0.9458583108,0.3469497415,6.905135135,0.05719982224,0.1394594595,0.3469497415
Max-Age-First Safe,4,13,11,0.3749843981,1.241568686,11.82432432,0.3939463885,0.1091891892,23.99687459
Max-Age-First Safe,4,14,0,0.3969158517,1.177446822,11.16081081,0.3895121378,0.1132432432,23.99149147
Max-Age-First Safe,4,14,1,0.64914127,0.7134614509,8.878378378,0.1700737837,0.1256756757,12.76538094
Max-Age-First Safe,4,14,2,0.685168137,0.6676722331,8.781621622,0.1631285672,0.1310810811,6.55947806
Max-Age-First Safe,4,14,3,0.2123384503,2.128067317,24.65081081,0.3997315635,0.03945945946,23.9997275
Max-Age-First Safe,4,14,4,0.8391928019,0.4876767217,8.398108108,0.08751820088,0.1245945946,1.841211157
Max-Age-First Safe,4,14,5,0.2547057577,1.782678959,17.85621622,0.3989346428,0.05324324324,23.99790701
Max-Age-First Safe,4,14,6,0.6450583303,0.7188179662,9.609189189,0.1950522265,0.1310810811,7.013995255
Max-Age-First Safe,4,14,7,0.3536782427,1.310923092,13.62,0.3993000878,0.09081081081,23.99954387
Max-Age-First Safe,4,14,8,0.3495021855,1.325454306,12.70918919,0.3929792903,0.09621621622,23.99994742
Max-Age-First Safe,4,14,9,0.2638904463,1.723560971,18.42702703,0.4001456416,0.05567567568,23.99829016
Max-Age-First Safe,4,14,10,0.8142278578,0.5165166625,7.79,0.08613264345,0.1227027027,1.980783262
Max-Age-First Safe,4,14,11,0.4332858251,1.084128614,10.56216216,0.3513162726,0.1243243243,21.1334018
Max-Age-First Safe,4,15,0,0.95,0.2609434761,5.592162162,0.04619404779,0.1567567568,0.2609434761
Max-Age-First Safe,4,15,1,0.6682774533,0.6888292002,6.955945946,0.1956647269,0.1713513514,9.242534407
Max-Age-First Safe,4,15,2,0.3936552323,1.186565108,10.29972973,0.397980351,0.1335135135,23.99959448
Max-Age-First Safe,4,15,3,0.8783623152,0.4408835581,6.804054054,0.08948744652,0.1489189189,1.217671161
Max-Age-First Safe,4,15,4,0.2542081145,1.786011998,16.49297297,0.3996805229,0.05567567568,23.99977868
Max-Age-First Safe,4,15,5,0.6112416568,0.7647485898,7.394054054,0.230458021,0.1664864865,7.624468976
Max-Age-First Safe,4,15,6,0.1961261937,2.305041448,27.22405405,0.3999558404,0.03162162162,23.99896785
Max-Age-First Safe,4,15,7,0.2603661895,1.74572184,16.26972973,0.3996287562,0.05864864865,23.99940721
Max-Age-First Safe,4,15,8,0.4858854259,0.9708198352,8.228648649,0.3523813618,0.1635135135,23.99018187
Max-Age-First Safe,4,15,9,0.9440218225,0.349980936,6.161351351,0.06337492626,0.1508108108,0.349980936
Max-Age-First Safe,4,15,10,0.777121657,0.5589976316,7.687837838,0.1327997076,0.1467567568,3.579952632
Max-Age-First Safe,4,15,11,0.6438927182,0.7203540735,8.320540541,0.2098761328,0.152972973,5.930976279
Max-Age-First Safe,4,16,0,0.3932789834,1.187626136,10.72162162,0.3996201458,0.1183783784,23.99569884
Max-Age-First Safe,4,16,1,0.7735119064,0.5631378354,7.160540541,0.1668105588,0.172972973,5.741202593
Max-Age-First Safe,4,16,2,0.901603995,0.4113518347,6.058648649,0.08605035677,0.162972973,0.5021665123
Max-Age-First Safe,4,16,3,0.8416273572,0.4848363331,6.562432432,0.1007673352,0.1532432432,0.8241816656
Max-Age-First Safe,4,16,4,0.2260479039,2.00065631,17.59513514,0.400131262,0.04972972973,23.99969286
Max-Age-First Safe,4,16,5,0.7045979448,0.6439160289,6.433513514,0.1789042372,0.1751351351,7.93230527
Max-Age-First Safe,4,16,6,0.6624829137,0.6962092138,7.387567568,0.219776314,0.1743243243,11.55215934
Max-Age-First Safe,4,16,7,0.1982197585,2.280313362,28.4627027,0.3999792897,0.03378378378,23.99979694
Max-Age-First Safe,4,16,8,0.7522839954,0.5876051337,6.536216216,0.1532537714,0.172972973,4.477733476
Max-Age-First Safe,4,16,9,0.3841282698,1.214015836,9.992702703,0.4029220125,0.1194594595,23.99987506
Max-Age-First Safe,4,16,10,0.2247729528,2.011774821,22.32648649,0.4001800724,0.04351351351,23.99613493
Max-Age-First Safe,4,16,11,0.2144342016,2.107404393,24.84702703,0.3998372659,0.04216216216,23.99967442
Max-Age-First Safe,4,17,0,0.6058267012,0.772389876,7.248648649,0.2513398407,0.1659459459,9.806035536
Max-Age-First Safe,4,17,1,0.4606290406,1.022513998,7.936486486,0.3730794317,0.157027027,23.99922743
Max-Age-First Safe,4,17,2,0.8627452041,0.4598691245,5.608378378,0.1010469184,0.1745945946,1.017775117
Max-Age-First Safe,4,17,3,0.95,0.2139841101,4.995945946,0.04563066564,0.1775675676,0.2139841101
Max-Age-First Safe,4,17,4,0.8920394043,0.4237308779,6.02027027,0.09654192705,0.1705405405,0.7796940469
Max-Age-First Safe,4,17,5,0.9329954481,0.3673358894,5.723783784,0.07624701703,0.1713513514,0.3673358894
Max-Age-First Safe,4,17,6,0.2434414901,1.861711545,18.64945946,0.4000163995,0.04783783784,23.99944623
Max-Age-First Safe,4,17,7,0.2237143759,2.021113381,24.60027027,0.4009451951,0.03918918919,23.99966294
Max-Age-First Safe,4,17,8,0.7874097494,0.5472165522,6.608648649,0.1467131945,0.1764864865,4.816496567
Max-Age-First Safe,4,17,9,0.2072792387,2.179902851,22.01783784,0.4012199572,0.03972972973,23.99969594
Max-Age-First Safe,4,17,10,0.95,0.241873434,5.853243243,0.04739411882,0.1645945946,0.241873434
Max-Age-First Safe,4,17,11,0.5223938409,0.9032962107,7.961621622,0.3432525601,0.1718918919,23.98672551
Max-Age-First Safe,4,18,0,0.95,0.2641897105,4.961621622,0.06169186752,0.1921621622,0.2641897105
Max-Age-First Safe,4,18,1,0.2298402862,1.968390267,21.37783784,0.3995300245,0.04540540541,23.99962611
Max-Age-First Safe,4,18,2,0.2514208534,1.804941085,17.98486486,0.4000139701,0.05162162162,23.99923841
Max-Age-First Safe,4,18,3,0.95,0.3377909827,5.101351351,0.0756834391,0.1881081081,0.3377909827
Max-Age-First Safe,4,18,4,0.8064515181,0.5254308787,6.127837838,0.1400202287,0.1883783784,2.657755816
Max-Age-First Safe,4,18,5,0.2889292384,1.582364629,14.27108108,0.4002954845,0.07189189189,23.99915506
Max-Age-First Safe,4,18,6,0.86964094,0.451552802,5.737837838,0.120454761,0.1948648649,1.43105604
Max-Age-First Safe,4,18,7,0.95,0.2372894534,4.885135135,0.05483310341,0.1916216216,0.2372894534
Max-Age-First Safe,4,18,8,0.4229897239,1.10910177,8.657297297,0.405271782,0.1448648649,23.99314637
Max-Age-First Safe,4,18,9,0.9113191376,0.3983676074,5.151351351,0.09076321434,0.1864864865,0.3983676074
Max-Age-First Safe,4,18,10,0.93510967,0.3641087485,5.579189189,0.08817336179,0.1910810811,0.3641087485
Max-Age-First Safe,4,18,11,0.8418183031,0.4846132827,6.14972973,0.1284880082,0.19,3.699918026
Max-Age-First Safe,4,19,0,0.8339118425,0.4938172966,8.159189189,0.0866182231,0.1172972973,1.826884304
Max-Age-First Safe,4,19,1,0.4218873338,1.111838862,11.06567568,0.3173248212,0.11,23.92847389
Max-Age-First Safe,4,19,2,0.3658373363,1.270411673,12.77783784,0.3811235019,0.09756756757,23.99845754
Max-Age-First Safe,4,19,3,0.3670076204,1.266646367,11.29567568,0.3977954268,0.1081081081,23.99817307
Max-Age-First Safe,4,19,4,0.481511622,0.9794527448,10.35621622,0.2787469568,0.1178378378,20.7931845
Max-Age-First Safe,4,19,5,0.1930715746,2.342239302,26.34108108,0.4000797943,0.03486486486,23.99903627
Max-Age-First Safe,4,19,6,0.2120595117,2.1308523,22.0427027,0.4002546887,0.04162162162,23.99853725
Max-Age-First Safe,4,19,7,0.3057773787,1.500722279,13.77054054,0.4011390091,0.07891891892,23.9986979
Max-Age-First Safe,4,19,8,0.5446939528,0.8655191693,10.15459459,0.2329884034,0.1235135135,9.041421725
Max-Age-First Safe,4,19,9,0.4653449839,1.012509865,9.898378378,0.3004691436,0.1281081081,19.25035513
Max-Age-First Safe,4,19,10,0.3623629999,1.281724896,13.10351351,0.3914457114,0.09486486486,23.99672603
Max-Age-First Safe,4,19,11,0.8770434254,0.4425090154,8.446216216,0.06338642653,0.1113513514,0.8675991696
Max-Age-First Safe,8,0,0,0.95,0.3369544871,5.575945946,0.07194433644,0.1783783784,0.3369544871
Max-Age-First Safe,8,0,1,0.2315765095,1.95400716,31.07027027,0.4003074127,0.04108108108,23.99873249
Max-Age-First Safe,8,0,2,0.95,0.2191119648,5.888918919,0.05069184915,0.1835135135,0.2191119648
Max-Age-First Safe,8,0,3,0.8081176242,0.5235225351,6.47972973,0.1303146635,0.18,1.511702816
Max-Age-First Safe,8,0,4,0.6281327393,0.7414402559,8.164324324,0.2440741167,0.1745945946,12.23328947
Max-Age-First Safe,8,0,5,0.795200025,0.5383055036,6.364864865,0.1412688227,0.1875675676,1.951193561
Max-Age-First Safe,8,0,6,0.3394136806,1.361973486,11.64918919,0.4012300271,0.09351351351,23.99973208
Max-Age-First Safe,8,0,7,0.9476946562,0.3438720469,6.022972973,0.0716554995,0.1718918919,0.3438720469
Max-Age-First Safe,8,0,8,0.5005847781,0.9427001774,9.224864865,0.3648504471,0.1672972973,23.99953283
Max-Age-First Safe,8,0,9,0.95,0.2738400263,5.652702703,0.05195559418,0.167027027,0.2738400263
Max-Age-First Safe,8,0,10,0.23436609,1.931388168,19.95135135,0.4003715473,0.04567567568,23.99930207
Max-Age-First Safe,8,0,11,0.2528380647,1.795260579,17.23351351,0.399809383,0.05513513514,23.9999822
Max-Age-First Safe,8,1,0,0.5605092249,0.8400796556,7.39,0.3383023478,0.1932432432,12.24764694
Max-Age-First Safe,8,1,1,0.2181252996,2.072097608,20.69027027,0.3998588358,0.04216216216,23.99953142
Max-Age-First Safe,8,1,2,0.2316669551,1.953264399,22.9772973,0.3996273378,0.04405405405,23.99994003
Max-Age-First Safe,8,1,3,0.3707979081,1.254604531,11.60216216,0.3997780384,0.1027027027,23.99955477
Max-Age-First Safe,8,1,4,0.95,0.2976063768,4.852702703,0.06386471977,0.1875675676,0.2976063768
Max-Age-First Safe,8,1,5,0.95,0.2276934429,4.452162162,0.0531079571,0.2056756757,0.2276934429
Max-Age-First Safe,8,1,6,0.2020086086,2.237061952,23.89216216,0.3996480947,0.03351351351,23.99943658
Max-Age-First Safe,8,1,7,0.95,0.2579608484,4.983243243,0.05584503772,0.1878378378,0.2579608484
Max-Age-First Safe,8,1,8,0.325972712,1.414030367,12.63351351,0.3997502064,0.08540540541,23.99953849
Max-Age-First Safe,8,1,9,0.8362721814,0.4910760745,5.826756757,0.1417484453,0.2091891892,1.675065043
Max-Age-First Safe,8,1,10,0.2993435181,1.530799061,14.20837838,0.3988352147,0.07108108108,23.99968316
Max-Age-First Safe,8,1,11,0.2334007936,1.939147999,21.26378378,0.399883763,0.04540540541,23.99996337
Max-Age-First Safe,8,2,0,0.2983974043,1.535332493,14.53756757,0.3991864481,0.06675675676,23.99896939
Max-Age-First Safe,8,2,1,0.4720337023,0.9986066978,8.104594595,0.3176648874,0.1597297297,17.11918847
Max-Age-First Safe,8,2,2,0.7619171253,0.5764720931,7.094054054,0.1458318592,0.1743243243,2.776497676
Max-Age-First Safe,8,2,3,0.95,0.328976203,5.978378378,0.0643726408,0.1613513514,0.328976203
Max-Age-First Safe,8,2,4,0.6042558466,0.7746227687,8.42027027,0.2602313788,0.172972973,8.984910747
Max-Age-First Safe,8,2,5,0.7527600943,0.5870535051,7.261621622,0.1545378686,0.1727027027,2.083481546
Max-Age-First Safe,8,2,6,0.6803453125,0.6736618433,7.292432432,0.1727851593,0.1683783784,3.30492765
Max-Age-First Safe,8,2,7,0.2438339011,1.858825842,20.17459459,0.4009035194,0.04513513514,23.97848257
Max-Age-First Safe,8,2,8,0.7053294905,0.6430324214,7.432432432,0.1753566792,0.1708108108,3.088518743
Max-Age-First Safe,8,2,9,0.1925045361,2.34929577,21.94,0.4000152257,0.03675675676,23.99999967
Max-Age-First Safe,8,2,10,0.95,0.2710575607,6.030810811,0.05487084134,0.1691891892,0.2710575607
Max-Age-First Safe,8,2,11,0.2931742638,1.560894842,14.18054054,0.4003484337,0.07351351351,23.9997206
Max-Age-First Safe,8,3,0,0.2469621281,1.836175919,18.23405405,0.399988592,0.05081081081,23.99954416
Max-Age-First Safe,8,3,1,0.8215561338,0.5080937316,5.98972973,0.1316924023,0.1886486486,1.80521851
Max-Age-First Safe,8,3,2,0.8932287906,0.4222105672,5.548108108,0.09242988093,0.1816216216,0.4666317017
Max-Age-First Safe,8,3,3,0.3220866759,1.429873819,11.27513514,0.3999782169,0.09297297297,23.99933929
Max-Age-First Safe,8,3,4,0.225348274,2.006740312,20.17783784,0.4002633378,0.04513513514,23.99955093
Max-Age-First Safe,8,3,5,0.2465631425,1.839030251,16.71297297,0.3996163031,0.05297297297,23.99803455
Max-Age-First Safe,8,3,6,0.4834834838,0.9755450403,8.450540541,0.3857357821,0.1772972973,23.98901506
Max-Age-First Safe,8,3,7,0.2778755806,1.641436133,13.82567568,0.4001555113,0.06864864865,23.99976003
Max-Age-First Safe,8,3,8,0.2645088005,1.719737046,16.33918919,0.4015818399,0.0572972973,23.99884008
Max-Age-First Safe,8,3,9,0.3014458345,1.520828652,14.21648649,0.4007589016,0.07864864865,23.99865181
Max-Age-First Safe,8,3,10,0.9387067142,0.3585144156,5.25972973,0.07528802728,0.177027027,0.3585144156
Max-Age-First Safe,8,3,11,0.2969367479,1.542388958,12.62918919,0.4031054386,0.07594594595,23.99913671
Max-Age-First Safe,8,4,0,0.662118963,0.6966749552,8.633783784,0.1528919091,0.1294594595,3.353449373
Max-Age-First Safe,8,4,1,0.6741961796,0.6813572012,9.501891892,0.1441899158,0.1240540541,4.901715219
Max-Age-First Safe,8,4,2,0.3640876,1.27608378,11.96567568,0.3859291217,0.1078378378,23.99327816
Max-Age-First Safe,8,4,3,0.2460798207,1.842501298,18.67837838,0.4013664989,0.05135135135,23.99849541
Max-Age-First Safe,8,4,4,0.2372011855,1.908996959,18.45945946,0.3998574711,0.05513513514,23.99963408
Max-Age-First Safe,8,4,5,0.4128728207,1.13470463,11.00945946,0.3612654202,0.1224324324,23.992826
Max-Age-First Safe,8,4,6,0.5024050881,0.9393093506,10.69054054,0.2660530269,0.1232432432,20.37648909
Max-Age-First Safe,8,4,7,0.4159209977,1.126874486,11.5027027,0.3167430988,0.1145945946,18.74372431
Max-Age-First Safe,8,4,8,0.2309431598,1.959226317,19.49594595,0.3971404697,0.04621621622,23.99977447
Max-Age-First Safe,8,4,9,0.4380235493,1.072981387,11.84405405,0.3349441898,0.1181081081,22.08695769
Max-Age-First Safe,8,4,10,0.7287104513,0.6151471375,9.618378378,0.1236944514,0.1256756757,2.98176565
Max-Age-First Safe,8,4,11,0.5641011845,0.8344446437,9.363243243,0.2007177656,0.1256756757,4.813335724
Max-Age-First Safe,8,5,0,0.9411489522,0.3546353857,6.065135135,0.06603885965,0.1583783784,0.3546353857
Max-Age-First Safe,8,5,1,0.4821824971,0.9781203331,8.422162162,0.3508015357,0.1594594595,23.99631964
Max-Age-First Safe,8,5,2,0.3825098869,1.218803669,11.73945946,0.4012169916,0.1154054054,23.9985462
Max-Age-First Safe,8,5,3,0.7544254172,0.5851252029,7.242972973,0.133471803,0.1608108108,2.747128449
Max-Age-First Safe,8,5,4,0.3523107703,1.315645181,11.32459459,0.4032274689,0.1064864865,23.99968314
Max-Age-First Safe,8,5,5,0.8677360717,0.4538598372,6.901891892,0.09641454921,0.157027027,0.7231590234
Max-Age-First Safe,8,5,6,0.95,0.2241414152,5.814324324,0.0425868689,0.1627027027,0.2241414152
Max-Age-First Safe,8,5,7,0.2189202535,2.064668323,27.10540541,0.4000992398,0.04054054054,23.99960989
Max-Age-First Safe,8,5,8,0.8265150398,0.5023771293,6.924864865,0.1173118486,0.1667567568,0.9118856464
Max-Age-First Safe,8,5,9,0.3376263363,1.368663091,11.29810811,0.4013512038,0.09081081081,23.99956334
Max-Age-First Safe,8,5,10,0.2625732011,1.731770293,17.27135135,0.4001793515,0.05540540541,23.999585
Max-Age-First Safe,8,5,11,0.2699141276,1.687095206,15.99162162,0.4003431326,0.06540540541,23.99941648
Max-Age-First Safe,8,6,0,0.6600953202,0.6992694381,8.021081081,0.212993691,0.17,8.76493303
Max-Age-First Safe,8,6,1,0.4082536129,1.146768836,10.83108108,0.4001293426,0.1251351351,23.99713888
Max-Age-First Safe,8,6,2,0.95,0.2551559305,5.964864865,0.04613495068,0.152972973,0.2551559305
Max-Age-First Safe,8,6,3,0.8542797728,0.4699577518,6.901081081,0.1033907054,0.1637837838,1.099577518
Max-Age-First Safe,8,6,4,0.5796663152,0.8105930222,8.873513514,0.2254324919,0.1486486486,3.811860445
Max-Age-First Safe,8,6,5,0.95,0.2156180293,6.063783784,0.03951054699,0.1554054054,0.2156180293
Max-Age-First Safe,8,6,6,0.7238759829,0.6208604762,8.470540541,0.1431335098,0.1443243243,3.53376762
Max-Age-First Safe,8,6,7,0.298421524,1.535216558,13.29243243,0.3999861519,0.07378378378,23.99999245
Max-Age-First Safe,8,6,8,0.95,0.2628816135,5.74,0.04646610141,0.1543243243,0.2628816135
Max-Age-First Safe,8,6,9,0.3698913443,1.257463669,11.65891892,0.4000093887,0.1018918919,23.99880718
Max-Age-First Safe,8,6,10,0.95,0.2571157349,5.863513514,0.04906046184,0.1597297297,0.2571157349
Max-Age-First Safe,8,6,11,0.5870736138,0.7995478023,8.198378378,0.2459149727,0.1648648649,7.568346163
Max-Age-First Safe,8,7,0,0.95,0.2129344738,5.454054054,0.04575213694,0.1837837838,0.2129344738
Max-Age-First Safe,8,7,1,0.8194645516,0.5105004868,5.81,0.1233479555,0.1867567568,0.8840038946
Max-Age-First Safe,8,7,2,0.5139536145,0.9182376412,8.334324324,0.3856598093,0.1886486486,23.99732874
Max-Age-First Safe,8,7,3,0.1957148488,2.309972111,27.66459459,0.4001870602,0.03459459459,23.99909524
Max-Age-First Safe,8,7,4,0.2668165055,1.705631049,15.82864865,0.4010537872,0.06108108108,23.9992179
Max-Age-First Safe,8,7,5,0.95,0.2143947682,5.558378378,0.04502290132,0.1786486486,0.2143947682
Max-Age-First Safe,8,7,6,0.9166527097,0.3910280632,5.760540541,0.09025350433,0.1862162162,0.3910280632
Max-Age-First Safe,8,7,7,0.2817874583,1.619983796,14.84189189,0.400179781,0.06783783784,23.99902777
Max-Age-First Safe,8,7,8,0.4060368001,1.152645744,8.866486486,0.4006222775,0.1462162162,23.99964417
Max-Age-First Safe,8,7,9,0.95,0.2643493157,5.510810811,0.05758528336,0.1808108108,0.2643493157
Max-Age-First Safe,8,7,10,0.95,0.2202876177,5.269459459,0.04917772223,0.1910810811,0.2202876177
Max-Age-First Safe,8,7,11,0.8957240492,0.4190042049,5.836486486,0.09999478729,0.187027027,0.5520336396
Max-Age-First Safe,8,8,0,0.924502767,0.3798996382,5.311351351,0.08285919135,0.1778378378,0.3798996382
Max-Age-First Safe,8,8,1,0.7675714746,0.5699618165,6.796756757,0.1625161396,0.1859459459,2.719389065
Max-Age-First Safe,8,8,2,0.2938168902,1.557699888,14.77459459,0.3999499713,0.06567567568,23.99969122
Max-Age-First Safe,8,8,3,0.223720696,2.021057334,18.59675676,0.3987491497,0.0472972973,23.98260599
Max-Age-First Safe,8,8,4,0.8564804989,0.4673466129,6.234054054,0.102563635,0.17,1.073466129
Max-Age-First Safe,8,8,5,0.95,0.2347890628,5.221351351,0.04835385564,0.1772972973,0.2347890628
Max-Age-First Safe,8,8,6,0.4732619221,0.9960890923,8.667297297,0.3817444143,0.1694594595,23.99815899
Max-Age-First Safe,8,8,7,0.198994158,2.271318822,25.19162162,0.3996293386,0.03567567568,23.99910349
Max-Age-First Safe,8,8,8,0.3554966144,1.304697623,12.02864865,0.4019879162,0.1021621622,23.99989155
Max-Age-First Safe,8,8,9,0.365156396,1.272612991,11.75864865,0.4000132184,0.1067567568,23.99892286
Max-Age-First Safe,8,8,10,0.95,0.2590903055,5.326756757,0.05146793906,0.1740540541,0.2590903055
Max-Age-First Safe,8,8,11,0.8950142286,0.4199186836,5.352972973,0.09953207717,0.1862162162,0.5991868362
Max-Age-First Safe,8,9,0,0.3257577326,1.414897118,13.57243243,0.4003776438,0.08405405405,23.99942314
Max-Age-First Safe,8,9,1,0.6871221964,0.6652565043,7.731081081,0.1760232751,0.1621621622,3.178847564
Max-Age-First Safe,8,9,2,0.2523803769,1.798374164,19.60945946,0.3985585986,0.04864864865,23.9969037
Max-Age-First Safe,8,9,3,0.1963495047,2.302374716,27.67945946,0.3994931264,0.03486486486,23.99949363
Max-Age-First Safe,8,9,4,0.5437054116,0.8671448273,8.499189189,0.3330304864,0.1718918919,14.30300688
Max-Age-First Safe,8,9,5,0.2493362779,1.819394726,17.70513514,0.4002668397,0.05189189189,23.99928272
Max-Age-First Safe,8,9,6,0.95,0.209506079,5.167837838,0.04059888071,0.1697297297,0.209506079
Max-Age-First Safe,8,9,7,0.4363495231,1.076896197,8.947837838,0.3990336989,0.1554054054,23.99790335
Max-Age-First Safe,8,9,8,0.95,0.2790122724,5.47027027,0.05685817659,0.172972973,0.2790122724
Max-Age-First Safe,8,9,9,0.6652629851,0.6926602831,7.362162162,0.2049900027,0.1781081081,2.633942548
Max-Age-First Safe,8,9,10,0.95,0.247425482,5.526486486,0.04968571165,0.17,0.247425482
Max-Age-First Safe,8,9,11,0.2127973752,2.123503268,23.42783784,0.4000221022,0.03783783784,23.9988499
Max-Age-First Safe,8,10,0,0.2210551088,2.045012567,21.1227027,0.4001592157,0.04351351351,23.99991354
Max-Age-First Safe,8,10,1,0.5230742899,0.9021077578,12.01216216,0.2967203085,0.1332432432,21.28337493
Max-Age-First Safe,8,10,2,0.4621770162,1.019211399,10.73324324,0.317608309,0.1316216216,20.40931091
Max-Age-First Safe,8,10,3,0.8877431859,0.4291816563,7.593243243,0.06866906501,0.1291891892,0.6042715941
Max-Age-First Safe,8,10,4,0.3493760462,1.325898395,12.77540541,0.3888107454,0.09810810811,23.99851331
Max-Age-First Safe,8,10,5,0.4491418585,1.047619095,10.63837838,0.3508108266,0.1424324324,20.0571447
Max-Age-First Safe,8,10,6,0.5565464418,0.8463561798,9.748648649,0.2264574643,0.1362162162,10.40526068
Max-Age-First Safe,8,10,7,0.34857734,1.328717478,12.80891892,0.3989743564,0.09810810811,23.99712316
Max-Age-First Safe,8,10,8,0.2223217792,2.03354937,24.96702703,0.4017634026,0.03945945946,23.99816954
Max-Age-First Safe,8,10,9,0.6900300697,0.6616731043,8.547297297,0.1525424751,0.137027027,7.928597278
Max-Age-First Safe,8,10,10,0.2104662511,2.146920017,22.28324324,0.4003715707,0.03810810811,23.99932792
Max-Age-First Safe,8,10,11,0.2177243916,2.075867389,38.78243243,0.4011473468,0.03594594595,23.99722662
Max-Age-First Safe,8,11,0,0.95,0.3358641596,7.057027027,0.05237665408,0.132972973,0.3358641596
Max-Age-First Safe,8,11,1,0.2935060875,1.559243329,13.37432432,0.3961320889,0.07864864865,23.99724365
Max-Age-First Safe,8,11,2,0.6227889451,0.7487311135,8.884324324,0.1667444426,0.1372972973,9.559395632
Max-Age-First Safe,8,11,3,0.4312530983,1.088976442,10.46594595,0.379964483,0.1327027027,23.99292453
Max-Age-First Safe,8,11,4,0.6153269509,0.7590395275,10.03216216,0.1776562786,0.1289189189,5.098869605
Max-Age-First Safe,8,11,5,0.4183303984,1.120756955,11.70027027,0.3801486427,0.1194594595,23.99740115
Max-Age-First Safe,8,11,6,0.9434799305,0.3508668233,7.094324324,0.05613869174,0.1308108108,0.3508668233
Max-Age-First Safe,8,11,7,0.4987828682,0.9460759936,11.11162162,0.289703811,0.1294594595,16.5283558
Max-Age-First Safe,8,11,8,0.6260188518,0.7443154627,10.27459459,0.167973895,0.1256756757,8.56241027
Max-Age-First Safe,8,11,9,0.4351735249,1.079661914,10.73864865,0.3752554654,0.1418918919,23.99841547
