good_fraction,extra_delay,seed,metric,effect_type,effect
0.5004757373929591,4,13,oracle_gap,expected_gap_vs_oracle_pct,1.94383897175299
0.5004757373929591,4,14,oracle_gap,expected_gap_vs_oracle_pct,4.753809452169608
0.5004757373929591,4,15,oracle_gap,expected_gap_vs_oracle_pct,-0.3823449839666747
0.5004757373929591,4,16,oracle_gap,expected_gap_vs_oracle_pct,-0.13386575709788118
0.5004757373929591,4,17,oracle_gap,expected_gap_vs_oracle_pct,1.7799338440552446
0.5004757373929591,4,18,oracle_gap,expected_gap_vs_oracle_pct,1.107263424247868
0.5004757373929591,4,19,oracle_gap,expected_gap_vs_oracle_pct,-0.7903537176461279
0.5004757373929591,8,0,wAoI,gain_vs_conservative_pct,27.663965795772377
0.5004757373929591,8,1,wAoI,gain_vs_conservative_pct,18.984483334760817
0.5004757373929591,8,2,wAoI,gain_vs_conservative_pct,23.70578558300158
0.5004757373929591,8,3,wAoI,gain_vs_conservative_pct,27.985889254884285
0.5004757373929591,8,4,wAoI,gain_vs_conservative_pct,24.00813022672295
0.5004757373929591,8,5,wAoI,gain_vs_conservative_pct,21.58733180767855
0.5004757373929591,8,6,wAoI,gain_vs_conservative_pct,25.928067785807624
0.5004757373929591,8,7,wAoI,gain_vs_conservative_pct,23.763538537540047
0.5004757373929591,8,8,wAoI,gain_vs_conservative_pct,22.001475292470598
0.5004757373929591,8,9,wAoI,gain_vs_conservative_pct,25.784690340110558
0.5004757373929591,8,10,wAoI,gain_vs_conservative_pct,23.499160087706915
0.5004757373929591,8,11,wAoI,gain_vs_conservative_pct,27.00801140700705
0.5004757373929591,8,12,wAoI,gain_vs_conservative_pct,21.775046005127578
0.5004757373929591,8,13,wAoI,gain_vs_conservative_pct,28.104084264987808
0.5004757373929591,8,14,wAoI,gain_vs_conservative_pct,23.422044682252146
0.5004757373929591,8,15,wAoI,gain_vs_conservative_pct,20.576239389613324
0.5004757373929591,8,16,wAoI,gain_vs_conservative_pct,17.78839793831272
0.5004757373929591,8,17,wAoI,gain_vs_conservative_pct,21.65338537671734
0.5004757373929591,8,18,wAoI,gain_vs_conservative_pct,26.738482954525374
0.5004757373929591,8,19,wAoI,gain_vs_conservative_pct,28.97863218984051
0.5004757373929591,8,0,p99_slot_aoi,gain_vs_conservative_pct,22.36842105263158
0.5004757373929591,8,1,p99_slot_aoi,gain_vs_conservative_pct,8.860759493670885
0.5004757373929591,8,2,p99_slot_aoi,gain_vs_conservative_pct,15.068493150684931
0.5004757373929591,8,3,p99_slot_aoi,gain_vs_conservative_pct,15.584415584415584
0.5004757373929591,8,4,p99_slot_aoi,gain_vs_conservative_pct,16.3265306122449
0.5004757373929591,8,5,p99_slot_aoi,gain_vs_conservative_pct,7.4324324324324325
0.5004757373929591,8,6,p99_slot_aoi,gain_vs_conservative_pct,15.384615384615385
0.5004757373929591,8,7,p99_slot_aoi,gain_vs_conservative_pct,16.33986928104575
0.5004757373929591,8,8,p99_slot_aoi,gain_vs_conservative_pct,10.38961038961039
0.5004757373929591,8,9,p99_slot_aoi,gain_vs_conservative_pct,14.583333333333334
0.5004757373929591,8,10,p99_slot_aoi,gain_vs_conservative_pct,10.95890410958904
0.5004757373929591,8,11,p99_slot_aoi,gain_vs_conservative_pct,15.436241610738255
0.5004757373929591,8,12,p99_slot_aoi,gain_vs_conservative_pct,6.578947368421052
0.5004757373929591,8,13,p99_slot_aoi,gain_vs_conservative_pct,17.647058823529413
0.5004757373929591,8,14,p99_slot_aoi,gain_vs_conservative_pct,15.189873417721518
0.5004757373929591,8,15,p99_slot_aoi,gain_vs_conservative_pct,14.093959731543624
0.5004757373929591,8,16,p99_slot_aoi,gain_vs_conservative_pct,-0.7142857142857143
0.5004757373929591,8,17,p99_slot_aoi,gain_vs_conservative_pct,15.584415584415584
0.5004757373929591,8,18,p99_slot_aoi,gain_vs_conservative_pct,13.333333333333334
0.5004757373929591,8,19,p99_slot_aoi,gain_vs_conservative_pct,27.77777777777778
0.5004757373929591,8,0,cvar95_slot_aoi,gain_vs_conservative_pct,21.32859869206459
0.5004757373929591,8,1,cvar95_slot_aoi,gain_vs_conservative_pct,10.739555757664336
0.5004757373929591,8,2,cvar95_slot_aoi,gain_vs_conservative_pct,16.10302842330204
0.5004757373929591,8,3,cvar95_slot_aoi,gain_vs_conservative_pct,16.65840711862913
0.5004757373929591,8,4,cvar95_slot_aoi,gain_vs_conservative_pct,16.42372003949002
0.5004757373929591,8,5,cvar95_slot_aoi,gain_vs_conservative_pct,8.566962977434804
0.5004757373929591,8,6,cvar95_slot_aoi,gain_vs_conservative_pct,14.72802016584996
0.5004757373929591,8,7,cvar95_slot_aoi,gain_vs_conservative_pct,15.34347460315272
0.5004757373929591,8,8,cvar95_slot_aoi,gain_vs_conservative_pct,12.411441935280209
0.5004757373929591,8,9,cvar95_slot_aoi,gain_vs_conservative_pct,16.480187077007113
0.5004757373929591,8,10,cvar95_slot_aoi,gain_vs_conservative_pct,11.754732174248383
0.5004757373929591,8,11,cvar95_slot_aoi,gain_vs_conservative_pct,15.176461253336818
0.5004757373929591,8,12,cvar95_slot_aoi,gain_vs_conservative_pct,8.391178255133669
0.5004757373929591,8,13,cvar95_slot_aoi,gain_vs_conservative_pct,17.719610194489242
0.5004757373929591,8,14,cvar95_slot_aoi,gain_vs_conservative_pct,16.48529702732038
0.5004757373929591,8,15,cvar95_slot_aoi,gain_vs_conservative_pct,11.901678044129424
0.5004757373929591,8,16,cvar95_slot_aoi,gain_vs_conservative_pct,1.8912459537820572
0.5004757373929591,8,17,cvar95_slot_aoi,gain_vs_conservative_pct,13.39393098998498
0.5004757373929591,8,18,cvar95_slot_aoi,gain_vs_conservative_pct,14.332383698118369
0.5004757373929591,8,19,cvar95_slot_aoi,gain_vs_conservative_pct,24.46834455828711
0.5004757373929591,8,0,oracle_gap,expected_gap_vs_oracle_pct,0.6624733994361497
0.5004757373929591,8,1,oracle_gap,expected_gap_vs_oracle_pct,2.371088366100995
0.5004757373929591,8,2,oracle_gap,expected_gap_vs_oracle_pct,-1.1152146250383899
0.5004757373929591,8,3,oracle_gap,expected_gap_vs_oracle_pct,-0.1655898723942753
0.5004757373929591,8,4,oracle_gap,expected_gap_vs_oracle_pct,-0.5814358952734135
0.5004757373929591,8,5,oracle_gap,expected_gap_vs_oracle_pct,1.4556155590813282
0.5004757373929591,8,6,oracle_gap,expected_gap_vs_oracle_pct,6.14525125119862
0.5004757373929591,8,7,oracle_gap,expected_gap_vs_oracle_pct,4.466582521053577
0.5004757373929591,8,8,oracle_gap,expected_gap_vs_oracle_pct,2.685921960689189
0.5004757373929591,8,9,oracle_gap,expected_gap_vs_oracle_pct,3.2582018404998663
0.5004757373929591,8,10,oracle_gap,expected_gap_vs_oracle_pct,1.7176574955731907
0.5004757373929591,8,11,oracle_gap,expected_gap_vs_oracle_pct,-0.26196899641519716
0.5004757373929591,8,12,oracle_gap,expected_gap_vs_oracle_pct,2.4866674344650748
0.5004757373929591,8,13,oracle_gap,expected_gap_vs_oracle_pct,-1.6771347776053613
0.5004757373929591,8,14,oracle_gap,expected_gap_vs_oracle_pct,-3.0929442258705513
